ISINCode,AssetClass,SubAssetClass,IndexName,IndexAgg,IndexCode,IndexFamily,IndexProvider,ReturnType,RebalanceFrequency,ActivelyManaged,Backing,Synthetic,CurrencyHedge,HedgeFrom,HedgeTo,Development,Region,Country,EquitySize,EquityIsSector,EquitySectorCycles,EquitySector,EquitySubSector,EquityIsThematic,IsESG,EquityESGType,EquityIsFactor,EquityIsIncome,EquityIsValue,EquityIsQuality,EquityIsMomentum,EquityIsSize,EquityIsGrowth,EquityIsLowVol,EquityBetaCorrelation,FactorIsMultiFactor,EquityFactorDes,EquityIsStrategy,EquityBuybackYield,EquityIsCapped,EquityIsEqualWeight,EquityIsRiskWeight,EquityIsAlternativeWeight,EquityStrategyRevenueAbroad,EquityStrategyDes,FixedIncomeCategory,FixedIncomeType,FixedIncomeMaturityGroup,FixedIncomeMaturityName,FixedIncomeRatingGroup,FixedIncomeRating,FixedIncomeDominateCurrencyGroup,FixedIncomeDominateCurrency,FixedIncomeSector,FixedIncomeIsFloating,FixedIncomeFloatingFixed,FixedIncomeIsFactor,FixedIncomeIsLiquidity,FixedIncomeIsYield,FixedIncomeIsMomentum,FixedIncomeIsCarry,FixedIncomeIsQuality,FixedIncomeIsValue,FixedIncomeFactorDes,FixedIncomeIsStrategy,FixedIncomeInflationBreakeven,FixedIncomeDurationNeutral,FixedIncomeAlternativeWeight,FixedIncomeIsCapped,FixedIncomeStrategyDes,CurrencyType,CurrencyBucket1,CurrencyBucket2,CommoditySector,CommodityUnderlying,CommoditySpotForward,CommodityRollOptimised,CommodityPhysicalHeld,CommodityIsCapped,CommodityAlternativeWeight,CommodityStrategyDes,StructuredType,StructuredTracking,StructuredMultiple,StructuredLeverage,StructuredSector,ClassLevel1,ClassLevel2,ClassLevel3,ClassType
IE00B3VTML14,Fixed Income,Fixed Income,Bloomberg Barclays Euro Government Bond 3-7 Year Term Index - EUR,Bloomberg Barclays Euro Government 3-7 Year,BB00173,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),3-7Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
IE00BG143G97,Equity,Equity,Xetra DAX TR,DAX 30,DQ00350,DAX,Deutsche Borse Qontigo,-,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Germany,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany Large Cap,Germany Market Cap,Europe Developed Countries,Market Cap
LU0838782315,Equity,Equity,Xetra DAX TR,DAX 30,DQ00350,DAX,Deutsche Borse Qontigo,Gross Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Germany,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany Large Cap,Germany Market Cap,Europe Developed Countries,Market Cap
IE00B1FZS681,Fixed Income,Fixed Income,Bloomberg Barclays Euro Government Bond 5 Year Term Index - EUR,Bloomberg Barclays Euro Government 5 Year,BB00175,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),3-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
IE00B4WXJG34,Fixed Income,Fixed Income,Bloomberg Barclays Euro Government Bond 5-7 Year Term Index - EUR,Bloomberg Barclays Euro Government 5-7 Year,BB00176,Bloomberg Barclays Treasury/Government,Bloomberg Indices,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Government Related,Government,Intermediate (3-10Y),5-7Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Government: Intermediate,EuroZone Government,Europe Government,Government
LU1805389258,Fixed Income,Fixed Income,Bloomberg Barclays Euro HQLA 1-5 Years TR EUR,Bloomberg Barclays Euro HQLA 1-5 Years,BB00182,Bloomberg Barclays Treasury/Government,Bloomberg Indices,-,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,EuroZone,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Aggregate,Aggregate,Intermediate (3-10Y),1-5Y,Investment Grade,Investment Grade,EUR,EUR,,FALSE,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,EuroZone Aggregate: Intermediate,EuroZone Aggregate,Europe Aggregate,Aggregate
SE0001710914,Equity,Equity,VINX 30 CR,VINX 30,NS01339,Nasdaq OMX Nordic Classic,Nasdaq,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Nordic,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Nordic Large Cap,Europe Nordic Market Cap,Europe Nordic,Market Cap
LU1681038169,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,TRUE,JPY,CHF,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1681037609,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1681037864,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,TRUE,JPY,EUR,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1681038086,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,TRUE,JPY,GBP,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1681037948,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,TRUE,JPY,USD,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
LU1681037781,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
IE00BBGBF420,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Total Return,Monthly,FALSE,Synthetic,Funded,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
IE00BBGBF537,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Total Return,Monthly,FALSE,Synthetic,Funded,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
FR0011475078,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Net Total Return,Monthly,FALSE,Physical,-,TRUE,JPY,EUR,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
FR0010245514,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
FR0010377028,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Physical,-,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
FR0011871102,Equity,Equity,Topix TR,Topix,JP01698,TOPIX,Japan Exchange Group,Gross Total Return,Monthly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Asia Pacific,Japan,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan All Cap,Japan Market Cap,Japan,Market Cap
IE00BYPGTJ26,Equity,Equity,WisdomTreeUK Equity Income Index - GBP,WisdomTree UK Equity Income,WT01748,WisdomTree U.S.,WisdomTree,Net Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,UK,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK: Income,UK Smart Beta,UK Smart Beta,Smart Beta
IE00BZ0CYG46,Equity,Equity,FTSE 100 Semi-Annual Equal Weighted Index - GBP,FTSE 100 Semi-Annual Equal Weighted,FT00641,FTSE UK,FTSE Russell,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Europe,UK,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,-,FALSE,Equal Weighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK Large Cap: Equal Weighted,UK Market Cap,UK,Market Cap
IE00BP3QZG05,Equity,Equity,TASE-35,TASE-35,IL00836,Market Cap Indices,Tel-Aviv Stock Exchange,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Middle East Gulf,Israel,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel Large Cap,Israel Market Cap,Europe Developed Countries,Market Cap
CH0237935652,Equity,Equity,Swiss Performance Index TR,SPI,SW01540,SIX SPI,SIX Swiss Exchange,Gross Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland All Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0131872431,Equity,Equity,Swiss Performance Index TR,SPI,SW01540,SIX SPI,SIX Swiss Exchange,Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,All Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland All Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0008899764,Equity,Equity,Swiss Market Index TR,SMI,SW01538,SIX SMI,SIX Swiss Exchange,Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0017142719,Equity,Equity,Swiss Market Index TR,SMI,SW01538,SIX SMI,SIX Swiss Exchange,Gross Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0019852802,Equity,Equity,Swiss Market Index Mid TR,SMI Mid,SW01539,SIX SMI,SIX Swiss Exchange,Gross Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Mid & Small Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0111762537,Equity,Equity,Swiss Market Index Mid TR,SMI Mid,SW01539,SIX SMI,SIX Swiss Exchange,Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Mid & Small Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
DE0005933964,Equity,Equity,Swiss Leader TR,Swiss Leader,SW01537,SIX SLI Swiss Leader,SIX Swiss Exchange,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0031768937,Equity,Equity,Swiss Leader TR,Swiss Leader,SW01537,SIX SLI Swiss Leader,SIX Swiss Exchange,Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
CH0032912732,Equity,Equity,Swiss Leader TR,Swiss Leader,SW01537,SIX SLI Swiss Leader,SIX Swiss Exchange,Gross Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
LU0322248146,Equity,Equity,Swiss Leader CR,Swiss Leader,SW01537,SIX SLI Swiss Leader,SIX Swiss Exchange,Price Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Switzerland,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland Large Cap,Switzerland Market Cap,Europe Developed Countries,Market Cap
DE000A0F5UH1,Equity,Equity,STOXX Global Select Dividend 100 NR EUR,STOXX Global Select Dividend 100,DQ01645,STOXX Dividend,Deutsche Borse Qontigo,Net Total Return,Annually,FALSE,Physical,-,FALSE,-,-,Broad,Global,Global Broad,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Broad: Income,Global Broad Smart Beta,Global Broad Smart Beta,Smart Beta
LU0292096186,Equity,Equity,STOXX Global Select Dividend 100 NR EUR,STOXX Global Select Dividend 100,DQ01645,STOXX Dividend,Deutsche Borse Qontigo,Net Total Return,Annually,FALSE,Synthetic,Funded,FALSE,-,-,Broad,Global,Global Broad,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Broad: Income,Global Broad Smart Beta,Global Broad Smart Beta,Smart Beta
DE000ETFL045,Equity,Equity,STOXX Europe Strong Value 20,STOXX Europe Strong Value 20,DQ01681,STOXX Style,Deutsche Borse Qontigo,Price Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Value,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Value,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
DE000ETFL052,Equity,Equity,STOXX Europe Strong Style Composite 40 CR EUR,STOXX Europe Strong Style Composite 40,DQ01680,STOXX Style,Deutsche Borse Qontigo,Price Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Multi-Factor,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Multi-Factor,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
DE000ETFL037,Equity,Equity,STOXX Europe Strong Growth 20 CR EUR,STOXX Europe Strong Growth 20,DQ01679,STOXX Style,Deutsche Borse Qontigo,Price Return,Annually,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Growth,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Growth,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
IE00B60SWZ49,Equity,Equity,STOXX Europe Small 200 NR EUR,STOXX Europe Small 200,DQ01653,STOXX Europe 600,Deutsche Borse Qontigo,Total Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Europe Developed,Small Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed Mid & Small Cap,Europe Developed Market Cap,Europe Developed Regional,Market Cap
DE000A0D8QZ7,Equity,Equity,STOXX Europe Small 200 NR EUR,STOXX Europe Small 200,DQ01653,STOXX Europe 600,Deutsche Borse Qontigo,Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,Small Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed Mid & Small Cap,Europe Developed Market Cap,Europe Developed Regional,Market Cap
DE0002635299,Equity,Equity,STOXX Europe Select Dividend 30 NR EUR,STOXX Europe Select Dividend 30,DQ01644,STOXX Dividend,Deutsche Borse Qontigo,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Income,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
LU1812092168,Equity,Equity,STOXX Europe Select Dividend 30 NR EUR,STOXX Europe Select Dividend 30,DQ01644,STOXX Dividend,Deutsche Borse Qontigo,Net Total Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Europe Developed,All Cap,FALSE,,,,FALSE,FALSE,-,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Income,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed: Income,Europe Developed Smart Beta,Europe Smart Beta,Smart Beta
IE00B60SX063,Equity,Equity,STOXX Europe Mid 200 NR EUR,STOXX Europe Mid 200,DQ01652,STOXX Europe 600,Deutsche Borse Qontigo,Total Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,Europe,Europe Developed,Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed Mid & Small Cap,Europe Developed Market Cap,Europe Developed Regional,Market Cap
DE0005933998,Equity,Equity,STOXX Europe Mid 200 NR EUR,STOXX Europe Mid 200,DQ01652,STOXX Europe 600,Deutsche Borse Qontigo,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,Europe Developed,Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe Developed Mid & Small Cap,Europe Developed Market Cap,Europe Developed Regional,Market Cap
