ISINCode,AssetClass,SubAssetClass,IndexName,IndexAgg,IndexCode,IndexFamily,IndexProvider,ReturnType,RebalanceFrequency,ActivelyManaged,Backing,Synthetic,CurrencyHedge,HedgeFrom,HedgeTo,Development,Region,Country,EquitySize,EquityIsSector,EquitySectorCycles,EquitySector,EquitySubSector,EquityIsThematic,IsESG,EquityESGType,EquityIsFactor,EquityIsIncome,EquityIsValue,EquityIsQuality,EquityIsMomentum,EquityIsSize,EquityIsGrowth,EquityIsLowVol,EquityBetaCorrelation,FactorIsMultiFactor,EquityFactorDes,EquityIsStrategy,EquityBuybackYield,EquityIsCapped,EquityIsEqualWeight,EquityIsRiskWeight,EquityIsAlternativeWeight,EquityStrategyRevenueAbroad,EquityStrategyDes,FixedIncomeCategory,FixedIncomeType,FixedIncomeMaturityGroup,FixedIncomeMaturityName,FixedIncomeRatingGroup,FixedIncomeRating,FixedIncomeDominateCurrencyGroup,FixedIncomeDominateCurrency,FixedIncomeSector,FixedIncomeIsFloating,FixedIncomeFloatingFixed,FixedIncomeIsFactor,FixedIncomeIsLiquidity,FixedIncomeIsYield,FixedIncomeIsMomentum,FixedIncomeIsCarry,FixedIncomeIsQuality,FixedIncomeIsValue,FixedIncomeFactorDes,FixedIncomeIsStrategy,FixedIncomeInflationBreakeven,FixedIncomeDurationNeutral,FixedIncomeAlternativeWeight,FixedIncomeIsCapped,FixedIncomeStrategyDes,CurrencyType,CurrencyBucket1,CurrencyBucket2,CommoditySector,CommodityUnderlying,CommoditySpotForward,CommodityRollOptimised,CommodityPhysicalHeld,CommodityIsCapped,CommodityAlternativeWeight,CommodityStrategyDes,StructuredType,StructuredTracking,StructuredMultiple,StructuredLeverage,StructuredSector,ClassLevel1,ClassLevel2,ClassLevel3,ClassType
LU0514695690,Equity,Equity,MSCI China NR USD,MSCI China,MC00882,MSCI China,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large & Mid Cap,China Market Cap,Asia Emerging,Market Cap
DE000ETFL326,Equity,Equity,MSCI China CR USD,MSCI China,MC00882,MSCI China,MSCI,Price Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large & Mid Cap,China Market Cap,Asia Emerging,Market Cap
DE000A1XEFE1,Equity,Equity,MSCI China A Onshore NR USD,MSCI China A Onshore,MC00885,MSCI China,MSCI,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large & Mid Cap,China Market Cap,Asia Emerging,Market Cap
FR0011720911,Equity,Equity,MSCI China A Onshore NR,MSCI China A Onshore,MC00885,MSCI China,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large & Mid Cap,China Market Cap,Asia Emerging,Market Cap
IE00BQT3WG13,Equity,Equity,MSCI China A International TR USD,MSCI China A International,MC00884,MSCI China,MSCI,Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large & Mid Cap,China Market Cap,Asia Emerging,Market Cap
LU0292097234,Equity,Equity,FTSE 100 TR,FTSE 100,FT00638,FTSE UK,FTSE Russell,Price Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,Europe,UK,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK Large Cap,UK Market Cap,UK,Market Cap
DE000A2N5QJ3,Equity,Equity,MSCI China A Inclusion TR USD,MSCI China A Inclusion,MC00883,MSCI China,MSCI,-,Quarterly,FALSE,Physical,-,FALSE,-,-,Emerging,Asia Pacific,China,Large Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Large Cap,China Market Cap,Asia Emerging,Market Cap
IE00B51B7Z02,Equity,Equity,MSCI Canada TR USD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
DE000A1JF7N6,Equity,Equity,MSCI Canada TR USD,MSCI Canada,MC00876,MSCI Canada,MSCI,-,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
IE00B52SF786,Equity,Equity,MSCI Canada NR USD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU0476289540,Equity,Equity,MSCI Canada NR USD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU0496786731,Equity,Equity,MSCI Canada NR CAD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Synthetic,Unfunded,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU0950672807,Equity,Equity,MSCI Canada NR CAD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU0446734872,Equity,Equity,MSCI Canada NR CAD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1107559962,Equity,Equity,MSCI Canada NR CAD,MSCI Canada,MC00876,MSCI Canada,MSCI,Net Total Return,Quarterly,FALSE,Physical,-,FALSE,-,-,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130156166,Equity,Equity,MSCI Canada 100% Hedged to SGD Index - SGD,MSCI Canada 100% Hedged to SGD,MC00880,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,SGD,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130156323,Equity,Equity,MSCI Canada 100% Hedged to GBP Index - GBP,MSCI Canada 100% Hedged to GBP,MC00879,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,GBP,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130156596,Equity,Equity,MSCI Canada 100% Hedged to GBP Index - GBP,MSCI Canada 100% Hedged to GBP,MC00879,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,GBP,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130155606,Equity,Equity,MSCI Canada 100% Hedged to EUR Index - EUR,MSCI Canada 100% Hedged to EUR,MC00878,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,EUR,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130155432,Equity,Equity,MSCI Canada 100% Hedged to CHF Index - CHF,MSCI Canada 100% Hedged to CHF,MC00877,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,CHF,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
LU1130155861,Equity,Equity,MSCI Canada 100% Hedged to USD Index - USD,MSCI Canada 100% Hedged to USD,MC00881,MSCI Canada,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,CAD,USD,Developed,North America,Canada,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada Large & Mid Cap,Canada Market Cap,North America & Canada,Market Cap
IE00B5W34K94,Equity,Equity,MSCI Brazil TR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
DE000A0Q4R85,Equity,Equity,MSCI Brazil Index Net USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
LU1437024992,Equity,Equity,MSCI Brazil TR LC,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Synthetic,Unfunded,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
DE000A1C22N1,Equity,Equity,MSCI Brazil NR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
IE00B59L7C92,Equity,Equity,MSCI Brazil NR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
IE00B0M63516,Equity,Equity,MSCI Brazil NR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
FR0011869205,Equity,Equity,MSCI Brazil NR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
LU0292109344,Equity,Equity,MSCI Brazil NR USD,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
LU1900066207,Equity,Equity,MSCI Brazil NR,MSCI Brazil,MC00905,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Emerging,Latin America,Brazil,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil Large & Mid Cap,Brazil Market Cap,Latin America,Market Cap
LU0659579220,Equity,Equity,MSCI Bangladesh IMI NR,MSCI Bangladesh,MC00904,MSCI Emerging Market: Single Country,MSCI,Net Total Return,Semi-annual,FALSE,Synthetic,Funded,FALSE,-,-,Emerging,Asia Pacific,Bangladesh,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh Large & Mid Cap,Bangladesh Market Cap,Asia Emerging,Market Cap
IE00B5377D42,Equity,Equity,MSCI Australia NR USD,MSCI Australia,MC00870,MSCI Australia,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BD4TY345,Equity,Equity,MSCI Australia NR AUD,MSCI Australia,MC00870,MSCI Australia,MSCI,-,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BD4TY451,Equity,Equity,MSCI Australia NR AUD,MSCI Australia,MC00870,MSCI Australia,MSCI,Net Total Return,Semi-annual,FALSE,Physical,-,FALSE,-,-,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BXDZNQ90,Equity,Equity,MSCI Australia 100% Hedged to GBP Index - GBP,MSCI Australia 100% Hedged to GBP,MC00873,MSCI Australia,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,AUD,GBP,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BXDZNP83,Equity,Equity,MSCI Australia 100% Hedged to GBP Index - GBP,MSCI Australia 100% Hedged to GBP,MC00873,MSCI Australia,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,AUD,GBP,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BX7RS555,Equity,Equity,MSCI Australia 100% Hedged to USD NR - USD,MSCI Australia 100% Hedged to USD,MC00874,MSCI Australia,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,AUD,USD,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BWT3KS11,Equity,Equity,MSCI Australia 100% Hedged to EUR Index - EUR,MSCI Australia 100% Hedged to EUR,MC00872,MSCI Australia,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,AUD,EUR,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BX7RS779,Equity,Equity,MSCI Australia 100% Hedged to CHF Index - CHF,MSCI Australia 100% Hedged to CHF,MC00871,MSCI Australia,MSCI,Net Total Return,Monthly,FALSE,Physical,-,TRUE,AUD,CHF,Developed,Asia Pacific,Australia,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia Large & Mid Cap,Australia Market Cap,Asia Developed,Market Cap
IE00BYVDRF92,Equity,Equity,MSCI ACWI with Developed Markets 100% Hedged to GBP Index NR - GBP,MSCI ACWI with Developed Markets 100% Hedged to GBP,MC00855,MSCI ACWI,MSCI,Net Total Return,Monthly,FALSE,Synthetic,Funded,TRUE,Various,GBP,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed Large & Mid Cap,Global Developed Market Cap,Global Developed,Market Cap
IE00BYM11H29,Equity,Equity,MSCI ACWI with Developed Markets 100% Hedged to USD Index - USD,MSCI ACWI with Developed Markets 100% Hedged to USD,MC00857,MSCI ACWI,MSCI,-,Monthly,FALSE,Synthetic,Funded,FALSE,-,-,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed Large & Mid Cap,Global Developed Market Cap,Global Developed,Market Cap
IE00BYM11J43,Equity,Equity,MSCI ACWI with Developed Markets 100% Hedged to USD Index - USD,MSCI ACWI with Developed Markets 100% Hedged to USD,MC00857,MSCI ACWI,MSCI,Net Total Return,Monthly,FALSE,Synthetic,Funded,TRUE,Various,USD,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed Large & Mid Cap,Global Developed Market Cap,Global Developed,Market Cap
IE00BYVDRC61,Equity,Equity,MSCI ACWI with Developed Markets 100% Hedged to USD Index - USD,MSCI ACWI with Developed Markets 100% Hedged to USD,MC00857,MSCI ACWI,MSCI,Net Total Return,Monthly,FALSE,Synthetic,Funded,TRUE,Various,USD,Developed,Global,Global Developed,Large & Mid Cap,FALSE,,,,FALSE,FALSE,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,-,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Developed Large & Mid Cap,Global Developed Market Cap,Global Developed,Market Cap
